,Symbol,Date,AdjClose
653,CVX,2014-02-21,98.291451
654,CVX,2014-02-28,97.577782
655,CVX,2014-03-07,97.237938
656,CVX,2014-03-14,98.13851899999999
657,CVX,2014-03-21,99.973679
658,CVX,2014-03-28,10000000.0
659,CVX,2014-04-04,99.141052
660,CVX,2014-04-11,105.079826
661,CVX,2014-04-18,105.60659
662,CVX,2014-04-25,106.150352
663,CVX,2014-05-02,106.277786
664,CVX,2014-05-09,105.190285
665,CVX,2014-05-16,105.933968
666,CVX,2014-05-23,104.811485
667,CVX,2014-05-30,105.839706
668,CVX,2014-06-06,108.058998
669,CVX,2014-06-13,113.097351
670,CVX,2014-06-20,112.180504
671,CVX,2014-06-27,112.41186499999999
672,CVX,2014-07-04,111.6064
673,CVX,2014-07-11,111.46073899999999
674,CVX,2014-07-18,115.547974
675,CVX,2014-07-25,110.740982
676,CVX,2014-08-01,107.664841
677,CVX,2014-08-08,108.787323
678,CVX,2014-08-15,109.618477
679,CVX,2014-08-22,111.258789
680,CVX,2014-08-29,109.5737
681,CVX,2014-09-05,107.00717900000001
682,CVX,2014-09-12,107.27506299999999
683,CVX,2014-09-19,104.28511
684,CVX,2014-09-26,101.200127
685,CVX,2014-10-03,98.953362
686,CVX,2014-10-10,95.97204599999999
687,CVX,2014-10-17,100.405106
688,CVX,2014-10-24,101.277885
689,CVX,2014-10-31,102.4272
690,CVX,2014-11-07,100.629784
691,CVX,2014-11-14,101.372955
692,CVX,2014-11-21,100.394302
693,CVX,2014-11-28,97.926086
694,CVX,2014-12-05,91.498276
695,CVX,2014-12-12,95.09156800000001
696,CVX,2014-12-19,98.963966
697,CVX,2014-12-26,97.83886700000001
698,CVX,2015-01-02,96.295158
699,CVX,2015-01-09,89.544632
700,CVX,2015-01-16,94.995628
701,CVX,2015-01-23,89.83244300000001
702,CVX,2015-01-30,95.33577
703,CVX,2015-02-06,0.0
704,CVX,2015-02-13,95.426926
705,CVX,2015-02-20,94.290779
706,CVX,2015-02-27,92.23867800000001
707,CVX,2015-03-06,90.204193
708,CVX,2015-03-13,92.256294
709,CVX,2015-03-20,92.696648
710,CVX,2015-03-27,92.723076
711,CVX,2015-04-03,94.193893
712,CVX,2015-04-10,97.021027
713,CVX,2015-04-17,96.853691
714,CVX,2015-04-24,97.813683
715,CVX,2015-05-01,94.739944
716,CVX,2015-05-08,95.514977
717,CVX,2015-05-15,92.908028
718,CVX,2015-05-22,91.83242800000001
719,CVX,2015-05-29,90.186844
720,CVX,2015-06-05,89.946701
721,CVX,2015-06-12,89.172813
722,CVX,2015-06-19,87.473869
723,CVX,2015-06-26,85.276779
724,CVX,2015-07-03,83.417725
